"ID","Category","DispelType","Mechanic","Attributes","AttributesEx","AttributesExB","AttributesExC","AttributesExD","AttributesExE","AttributesExF","AttributesExG","ShapeshiftMask","ShapeshiftExclude","Targets","TargetCreatureType","RequiresSpellFocus","FacingCasterFlags","CasterAuraState","TargetAuraState","ExcludeCasterAuraState","ExcludeTargetAuraState","CasterAuraSpell","TargetAuraSpell","ExcludeCasterAuraSpell","ExcludeTargetAuraSpell","CastingTimeIndex","RecoveryTime","CategoryRecoveryTime","InterruptFlags","AuraInterruptFlags","ChannelInterruptFlags","ProcTypeMask","ProcChance","ProcCharges","MaxLevel","BaseLevel","SpellLevel","DurationIndex","PowerType","ManaCost","ManaCostPerLevel","ManaPerSecond","ManaPerSecondPerLevel","RangeIndex","Speed","ModalNextSpell","CumulativeAura","Totem_1","Totem_2","Reagent_1","Reagent_2","Reagent_3","Reagent_4","Reagent_5","Reagent_6","Reagent_7","Reagent_8","ReagentCount_1","ReagentCount_2","ReagentCount_3","ReagentCount_4","ReagentCount_5","ReagentCount_6","ReagentCount_7","ReagentCount_8","EquippedItemClass","EquippedItemSubclass","EquippedItemInvTypes","Effect_1","Effect_2","Effect_3","EffectDieSides_1","EffectDieSides_2","EffectDieSides_3","EffectRealPointsPerLevel_1","EffectRealPointsPerLevel_2","EffectRealPointsPerLevel_3","EffectBasePoints_1","EffectBasePoints_2","EffectBasePoints_3","EffectMechanic_1","EffectMechanic_2","EffectMechanic_3","ImplicitTargetA_1","ImplicitTargetA_2","ImplicitTargetA_3","ImplicitTargetB_1","ImplicitTargetB_2","ImplicitTargetB_3","EffectRadiusIndex_1","EffectRadiusIndex_2","EffectRadiusIndex_3","EffectAura_1","EffectAura_2","EffectAura_3","EffectAuraPeriod_1","EffectAuraPeriod_2","EffectAuraPeriod_3","EffectMultipleValue_1","EffectMultipleValue_2","EffectMultipleValue_3","EffectChainTargets_1","EffectChainTargets_2","EffectChainTargets_3","EffectItemType_1","EffectItemType_2","EffectItemType_3","EffectMiscValue_1","EffectMiscValue_2","EffectMiscValue_3","EffectMiscValueB_1","EffectMiscValueB_2","EffectMiscValueB_3","EffectTriggerSpell_1","EffectTriggerSpell_2","EffectTriggerSpell_3","EffectPointsPerCombo_1","EffectPointsPerCombo_2","EffectPointsPerCombo_3","EffectSpellClassMaskA_1","EffectSpellClassMaskA_2","EffectSpellClassMaskA_3","EffectSpellClassMaskB_1","EffectSpellClassMaskB_2","EffectSpellClassMaskB_3","EffectSpellClassMaskC_1","EffectSpellClassMaskC_2","EffectSpellClassMaskC_3","SpellVisualID_1","SpellVisualID_2","SpellIconID","ActiveIconID","SpellPriority","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","NameSubtext_Lang_enUS","NameSubtext_Lang_enGB","NameSubtext_Lang_koKR","NameSubtext_Lang_frFR","NameSubtext_Lang_deDE","NameSubtext_Lang_enCN","NameSubtext_Lang_zhCN","NameSubtext_Lang_enTW","NameSubtext_Lang_zhTW","NameSubtext_Lang_esES","NameSubtext_Lang_esMX","NameSubtext_Lang_ruRU","NameSubtext_Lang_ptPT","NameSubtext_Lang_ptBR","NameSubtext_Lang_itIT","NameSubtext_Lang_Unk","NameSubtext_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","AuraDescription_Lang_enUS","AuraDescription_Lang_enGB","AuraDescription_Lang_koKR","AuraDescription_Lang_frFR","AuraDescription_Lang_deDE","AuraDescription_Lang_enCN","AuraDescription_Lang_zhCN","AuraDescription_Lang_enTW","AuraDescription_Lang_zhTW","AuraDescription_Lang_esES","AuraDescription_Lang_esMX","AuraDescription_Lang_ruRU","AuraDescription_Lang_ptPT","AuraDescription_Lang_ptBR","AuraDescription_Lang_itIT","AuraDescription_Lang_Unk","AuraDescription_Lang_Mask","ManaCostPct","StartRecoveryCategory","StartRecoveryTime","MaxTargetLevel","SpellClassSet","SpellClassMask_1","SpellClassMask_2","SpellClassMask_3","MaxTargets","DefenseType","PreventionType","StanceBarOrder","EffectChainAmplitude_1","EffectChainAmplitude_2","EffectChainAmplitude_3","MinFactionID","MinReputation","RequiredAuraVision","RequiredTotemCategoryID_1","RequiredTotemCategoryID_2","RequiredAreasID","SchoolMask","RuneCostID","SpellMissileID","PowerDisplayID","Field227","Field228","Field229","SpellDescriptionVariableID","SpellDifficultyID"
"720","0","0","0","0","136","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","31","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7298","0","272","0","0","Entangle","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","The lair of Fankriss the Unyielding pulls the target into the path of nearby silithid hatchlings, rooting it for $d.","","","","","","","","","","","","","","","","16712190","Rooted.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0"
"724","1145","0","0","65536","131072","524288","0","0","0","0","0","2147483648","134217728","64","0","0","0","0","0","0","0","0","0","0","0","3","0","180000","15","0","0","0","101","0","46","40","40","25","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","28","0","0","1","0","0","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31897","0","0","1141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7550","0","1878","0","0","Lightwell","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Creates a Holy Lightwell.  Friendly players can click the Lightwell to restore ${$7001m1*3*$<mult>} health over $7001d.  Attacks done to you equal to 30% of your total health will cancel the effect. Lightwell lasts for $d or 10 charges.","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","17","133","1500","0","6","1073741824","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","162","0"
"731","0","0","0","0","136","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","31","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7298","0","272","0","0","Entangle","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","The lair of Fankriss the Unyielding pulls the target into the path of nearby silithid hatchlings, rooting it for $d.","","","","","","","","","","","","","","","","16712190","Rooted.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0"
"739","0","0","0","67108864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","0","0","0","-101","0","0","0","0","0","1","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","0","1","0","0","Debuff Fire Resist (TEST)","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"740","46","0","0","65536","64","1074266112","128","0","8192","67108864","0","2","1073741824","0","0","0","0","0","0","0","0","0","0","0","0","1","0","480000","15","0","31756","0","101","0","36","30","30","31","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","35","6","0","1","0","0","2,2","0","0","350","0","0","0","0","0","29","1","0","0","0","0","10","0","0","4","23","0","0","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44203","0","0","0","0","0","0","0","0","0","0","0","0","0","1283","0","100","0","0","Tranquility","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Heals all nearby group members for $s1 every $t2 seconds for $d.  Druid must channel to maintain the spell.","","","","","","","","","","","","","","","","16712190","Heals nearby party members for $s1 every $t2 seconds.","","","","","","","","","","","","","","","","16712190","70","133","1500","0","7","128","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","8","0","0","0","0,286","0","0","0","0"
"742","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","600000","0","0","0","0","20","35","0","0","1","1","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","0","0","0","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2676","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2643","0","102","0","0","Pulverize","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"744","0","4","0","786432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","20","20","9","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","0","0","0","11","0","0","0","0","0","6","0","0","0","0","0","0","0","0","3","0","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","68","0","0","Poison","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Inflicts Nature damage to an enemy every $t1 sec. for $d.","","","","","","","","","","","","","","","","16712190","Nature damage inflicted every $t1 sec.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","8","0","0","0","0,1","0","0","0","0"
"745","34","0","7","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","10","28","0","0","0","0","0","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","64","0","0","1","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11920","0","0","0","0","0","0","0","0","0","0","0","0","0","684","0","69","0","0","Web","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Casts a web over an enemy, immobilizing it for $d.","","","","","","","","","","","","","","","","16712190","Immobilized.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"746","0","0","16","16","16452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","15374","0","101","0","13","5","0","32","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","0","0","0","10","0","0","0","0","0","21","0","0","0","0","0","0","0","0","8","0","0","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","104","0","0","First Aid","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Heals $o1 damage over $d.","","","","","","","","","","","","","","","","16712190","Healing $s1 damage every $t1 seconds.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","2","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"747","0","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","28","0","0","1","0","0","0","0","0","1","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15263","0","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","Summon Images","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Summons $s1 copies of the caster.","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0"
"750","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","16","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","444","0","0","Plate Mail","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"755","0","0","0","65536","16388","2056","0","0","8192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","0","31756","0","101","0","0","12","12","1","-2","11","0","5","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","0","1","1","0","0","0","0","11","-101","0","0","0","0","5","1","0","0","0","0","0","0","0","8","88","0","1000","0","0","2,2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","163","0","153","0","0","Health Funnel","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Gives $s1 health to the caster's pet every second for $d as long as the caster channels.","","","","","","","","","","","","","","","","16712190","Transferring Life.","","","","","","","","","","","","","","","","16712190","0","133","1500","0","5","16777216","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","32","0","0","0","0,376","0","0","0","0"
"759","0","0","0","65536","131072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","15","0","0","0","101","0","0","28","28","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","24","3","0","1","1","0","0","0","0","0","54413","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161","0","1036","0","0","Conjure Mana Gem","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Conjures a mana agate that can be used to instantly restore $5405s1 mana.","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","75","133","1500","0","3","1073741824","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0"
"768","0","0","0","327696","98304","0","0","2097152","0","0","0","0","1073741826","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","20","20","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","6","1","1","0","0","0","0","-1","-1","0","0","0","0","1","1","1","0","0","0","0","0","0","36","77","23","0","0","5000","0","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4228","0","493","122","0","Cat Form","","","","","","","","","","","","","","","","16712190","Shapeshift","","","","","","","","","","","","","","","","16712190","Shapeshift into cat form, increasing melee attack power by $3025s1 plus Agility.  Also protects the caster from Polymorph effects and allows the use of various cat abilities.The act of shapeshifting frees the caster of Polymorph and Movement Impairing effects.","","","","","","","","","","","","","","","","16712190","Immunity to Polymorph effects.  Increases melee attack power by $3025s1 plus Agility.","","","","","","","","","","","","","","","","16712190","35","133","1500","0","7","2147483648","0","0","0","0","0","2","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"769","85","0","0","262160","512","0","0","0","32768","0","0","144","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","34","34","0","1","200","0","0","0","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","0","0","1","0","0","0","0","0","18","0","0","0","0","0","22","0","0","15","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189","0","1562","0","0","Swipe (Bear)","","","","","","","","","","","","","","","","16712190","Rank 3","","","","","","","","","","","","","","","","16712190","Swipe nearby enemies, inflicting $s1 damage.  Damage increased by attack power.","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","133","1500","0","7","0","1048576","0","0","2","2","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"770","0","1","0","65536","98304","524288","0","0","0","8388608","0","1073741824","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","101","0","0","18","18","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","6","1","0","1","0","0","0","-6","0","-1","0","0","0","6","0","6","0","0","0","0","0","0","101","0","186","0","0","0","0","0","0","0","0","0","0","0","0","1","0","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192","0","109","0","0","Faerie Fire","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","Decrease the armor of the target by $s1% for $d.  While affected, the target cannot stealth or turn invisible.","","","","","","","","","","","","","","","","16712190","Decreases armor by $s1%.  Cannot stealth or turn invisible.","","","","","","","","","","","","","","","","16712190","8","133","1500","0","7","1024","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0"
"772","0","0","15","327696","134218240","0","1024","0","0","8388608","0","196608","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","4","4","8","1","100","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","173555","0","6","0","0","1","0","0","0","0","0","4","0","0","15","0","0","6","0","0","0","0","0","0","0","0","3","0","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","372","0","245","0","0","Rend","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Wounds the target causing them to bleed for $o1 damage plus an additional ${0.2*5*(($MWB+$mwb)/2+$AP/14*$MWS)} (based on weapon damage) over $d.","","","","","","","","","","","","","","","","16712190","Bleeding for $s1 plus a percentage of weapon damage every $t1 seconds.","","","","","","","","","","","","","","","","16712190","0","133","1500","0","4","32","0","0","0","2","2","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"774","0","1","0","65536","0","524288","128","1048576","0","67108864","0","2","1073741824","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","101","0","9","4","4","8","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","1","0","0","0","0","7","-1","0","0","0","0","21","0","0","0","0","0","0","0","0","8","0","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","64","0","0","Rejuvenation","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Heals the target for ${$m1*5*$<mult>} over $d.","","","","","","","","","","","","","","","","16712190","Heals $s1 damage every $t1 seconds.","","","","","","","","","","","","","","","","16712190","18","133","1500","0","7","16","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","8","0","0","0","0,15","0","0","176","0"
"779","85","0","0","262160","512","0","0","0","32768","0","0","144","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","16","16","0","1","200","0","0","0","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","0","0","1","0","0","0","0","0","8","0","0","0","0","0","22","0","0","15","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189","0","1562","0","0","Swipe (Bear)","","","","","","","","","","","","","","","","16712190","Rank 1","","","","","","","","","","","","","","","","16712190","Swipe nearby enemies, inflicting $s1 damage.  Damage increased by attack power.","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","133","1500","0","7","0","1048576","0","0","2","2","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"780","85","0","0","262160","512","0","0","0","32768","0","0","144","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","24","24","0","1","200","0","0","0","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","0","0","1","0","0","0","0","0","12","0","0","0","0","0","22","0","0","15","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189","0","1562","0","0","Swipe (Bear)","","","","","","","","","","","","","","","","16712190","Rank 2","","","","","","","","","","","","","","","","16712190","Swipe nearby enemies, inflicting $s1 damage.  Damage increased by attack power.","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","133","1500","0","7","0","1048576","0","0","2","2","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"781","0","0","0","1376256","0","67108864","1073938432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","25000","0","0","0","0","0","101","0","0","20","20","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","138","0","0","1","0","0","0","0","0","74","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12305","0","539","0","0","Disengage","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","You attempt to disengage from combat, leaping backwards. Can only be used while in combat.","","","","","","","","","","","","","","","","16712190","You attempt to disengage from combat, leaping backwards.","","","","","","","","","","","","","","","","16712190","5","0","0","0","9","0","16384","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"782","0","1","0","65536","0","524288","0","0","0","67108864","268435456","1073741824","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","101","0","0","14","14","6","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","0","0","0","5","0","0","0","0","0","21","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","0","53","0","0","Thorns","","","","","","","","","","","","","","","","16712190","Rank 2","","","","","","","","","","","","","","","","16712190","Thorns sprout from the friendly target causing $s1 Nature damage to attackers when hit.  Lasts $d.","","","","","","","","","","","","","","","","16712190","Causes $s1 Nature damage to attackers.","","","","","","","","","","","","","","","","16712190","17","133","1500","0","7","256","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0"
"783","0","0","0","360464","98304","0","0","2097152","0","0","0","0","1073741826","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","16","16","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","0","1","1","0","0","0","0","-1","-1","0","0","0","0","1","1","0","0","0","0","0","0","0","36","77","0","0","0","0","0","0","0","0","0","0","0","0","0","3","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4228","0","1476","122","0","Travel Form","","","","","","","","","","","","","","","","16712190","Shapeshift","","","","","","","","","","","","","","","","16712190","Shapeshift into travel form, increasing movement speed by $5419s1%.  Also protects the caster from Polymorph effects.  Only useable outdoors.The act of shapeshifting frees the caster of Polymorph and Movement Impairing effects.","","","","","","","","","","","","","","","","16712190","Immune to Polymorph effects.  Movement speed increased by $5419s1%.","","","","","","","","","","","","","","","","16712190","13","133","1500","0","7","0","16384","0","0","0","0","3","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"785","0","0","0","603979776","0","0","256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","11","0","0","0","101","0","0","0","0","18","0","260","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","6","1","1","1","0","0","0","99","299","299","0","0","0","6","6","6","0","0","0","0","0","0","6","79","61","0","0","0","0","0","0","0","0","0","0","0","0","0","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4839","0","71","0","0","True Fulfillment","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Converted by the powers of the Prophet Skeram, the target is converted and filled with divine power. While converted, the target's spells are cast instantly, damage is increased by $s2%, all resistances increased by $2313s2 and movement speed is increased by $2313s3%.Lasts $d.","","","","","","","","","","","","","","","","16712190","Charmed.Damage increased by $s2%.Spells cast instantly.All resistances increased by $2313s2.Movement speed increased by $2313s3%.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","8","0","0","0","1","1","1","0","0"
